,TRACTID,cost,date
926,210502,350000,2015-08-25
927,243100,17875,2015-08-25
928,230700,277500,2015-08-25
929,051100,17875,2015-08-25
930,070500,1035800,NA
931,161100,350000,NA
932,832300,17875,2015-08-25
933,151200,3500,2015-08-25
934,831000,250000,2015-08-26
935,081401,60000,2015-08-26
936,081000,60000,2015-08-24
937,081800,60000,2015-08-25
938,280100,60000,2015-08-25
939,062700,17875,2015-08-26
940,221500,17875,2015-08-25
941,242700,717800,2015-08-26
942,750500,17875,2015-07-27
943,061100,40000,2015-08-26
944,240300,15000,2015-08-26
945,081403,1500,2015-08-26
946,330100,15000,2015-08-26
947,410900,1000,2015-08-26
948,243200,1200000,2015-08-27
949,050800,417400,2015-08-28
950,050100,22700,2015-08-27
951,081403,8e+05,2015-08-27
952,241300,3e+06,2015-08-27
953,340300,257000,NA
954,830900,270000,NA
955,071800,17875,2015-08-27
956,071800,17875,2015-08-27
957,051400,17875,2015-08-27
958,081800,17875,2015-08-27
959,081800,17875,2015-08-27
960,071800,17875,2015-08-27
961,241400,2000,2015-08-27
962,090200,1000,NA
963,842200,9800000,2015-08-27
964,630800,1e+06,2015-08-28
965,060500,650000,2015-08-28
966,221600,4e+05,2015-08-28
967,842300,1611900,2015-08-28
968,833000,20000,2015-08-28
969,833000,4000,2015-08-28
970,833000,10000,2015-08-28
971,320600,4000,2015-08-28
972,081800,750000,2015-08-28
973,380200,2500,2015-08-28
974,834700,17875,2015-08-28
975,590700,17875,2015-08-28
976,833900,17875,2015-08-28
977,520200,17875,2015-08-28
978,681200,17875,2015-08-28
979,691500,17875,2015-08-28
980,062100,2.6e+07,2015-08-28
981,243100,398500,2015-08-31
982,242200,17875,2015-08-31
983,220300,17875,2015-08-31
984,210700,17875,2015-08-31
985,081800,17875,2015-08-31
986,061100,5.5e+07,2015-08-19
987,221500,17875,2015-08-31
988,770602,17875,2015-08-31
989,834400,17875,2015-08-31
990,691400,17875,2015-08-31
991,832400,17875,2015-08-31
992,270500,17875,2015-09-01
993,071200,17875,2015-09-01
994,832600,17875,2015-09-01
995,251500,17875,2015-09-01
996,231200,17875,2015-09-01
997,120400,2e+05,2015-09-01
998,470100,17875,2015-09-01
999,231200,17875,2015-09-01
1000,031000,17875,2015-09-01
1001,081600,4500,2015-09-01
1002,833000,1000,2015-09-01
1003,170300,2e+05,NA
1004,110502,2500,2015-09-01
1005,330100,1000,2015-09-01
1006,840000,1680900,2015-09-02
1007,580100,17875,2015-09-02
1008,031000,1500,2015-09-02
1009,242600,50000,2015-09-02
1010,320100,50000,2015-09-02
1011,681100,17875,2015-09-02
1012,050100,17875,2015-09-02
1013,241500,746200,2015-09-02
1014,240600,368700,2015-09-02
1015,843100,2000,2015-09-02
1016,843100,25000,2015-09-02
1017,843100,2000,2015-09-02
1018,833000,1000,2015-09-02
1019,831800,1000,2015-09-02
1020,170100,1000,2015-09-02
1021,840000,1680900,2015-09-03
1022,840000,1680900,2015-09-03
1023,840000,1680900,2015-09-03
1024,062800,4e+05,2015-09-03
1025,120200,150000,2015-09-03
1026,071000,17875,2015-09-03
1027,842900,75000,NA
1028,020200,7e+05,2015-09-03
1029,070300,17875,2015-09-03
1030,070400,17875,2015-09-03
1031,070500,17875,2015-09-01
1032,590500,17875,2015-09-03
1033,834900,17875,2015-09-03
1034,750500,5000,2015-09-03
1035,843500,1000,2015-09-03
1036,061100,40000,NA
1037,061100,40000,2015-09-03
1038,062700,3e+05,2015-09-04
1039,062600,418700,2015-09-04
1040,282700,351000,2015-09-04
1041,841900,1e+06,NA
1042,NA,35000,2015-09-04
1043,241300,30000,NA
1044,843500,3500,2015-09-04
1045,843500,3500,2015-09-04
1046,050800,17875,2015-09-08
1047,080202,17875,2015-09-08
1048,071200,17875,2015-09-08
1049,160400,2e+05,2015-09-08
1050,020200,7e+05,2015-09-08
1051,160400,2e+05,2015-09-08
1052,381200,17875,2015-09-08
1053,839800,308050,NA
1054,320100,1000,2015-09-08
1055,050800,250000,2015-09-09
1056,600700,2e+05,2015-09-09
1057,241200,17875,2015-09-09
1058,070400,17875,2015-09-09
1059,NA,1e+05,2015-09-09
1060,610300,17875,2015-09-09
1061,842600,17875,2015-09-09
1062,833000,17875,2015-09-09
1063,320100,75000,2015-09-09
1064,063302,1691500,2015-09-08
1065,611700,17875,2015-09-10
1066,720600,750000,2015-09-10
1067,242500,17875,2015-09-10
1068,030900,17875,2015-09-10
1069,831200,251555,2015-09-10
1070,080300,17875,2015-09-10
1071,NA,92000,2015-09-09
1072,100200,17875,2015-09-10
1073,100600,17875,2015-09-10
1074,090300,17875,2015-09-10
1075,070600,17875,2015-09-10
1076,843100,20000,2015-09-10
1077,843100,3000,2015-09-10
1078,843100,4000,2015-09-10
1079,843100,5000,2015-09-10
1080,031000,190000,NA
1081,020902,4500,2015-09-10
1082,839100,50000,2015-09-10
1083,242600,485000,NA
1084,020200,17875,2015-09-11
1085,020200,17875,2015-09-11
1086,832200,3e+05,2015-09-11
1087,222200,388200,2015-09-11
1088,051100,17875,2015-09-11
1089,750400,20000,2015-09-11
1090,NA,17875,2015-09-11
1091,110200,17875,2015-09-11
1092,063100,978200,NA
1093,070300,550000,2015-09-11
1094,830600,8000,2015-09-11
1095,310300,2e+05,NA
1096,320400,5000,2015-09-11
1097,330100,2500,2015-09-11
1098,320100,4000,2015-09-11
1099,050800,2000,2015-09-11
1100,411000,7500,2015-09-11
1101,071400,7500,2015-09-11
1102,040600,20000,2015-09-11
1103,320100,30000,2015-09-11
1104,411200,680000,2015-09-11
1105,282700,277500,2015-09-14
1106,831200,313100,2015-09-14
1107,030400,3e+06,2015-09-14
1108,051000,17875,2015-09-14
1109,834600,20000,2015-09-14
1110,831100,5000,2015-09-14
1111,242500,644500,2015-09-14
1112,070300,730000,2015-09-14
1113,070400,566500,2015-09-14
1114,240300,1e+06,2015-09-14
1115,740400,17875,2015-09-14
1116,310800,17875,2015-09-14
1117,210602,2000,2015-09-14
1118,081401,1.5e+07,2015-09-14
1119,340600,5000,2015-09-14
1120,081800,6000,2015-09-14
1121,320600,15000,2015-09-14
1122,010100,1000,2015-09-14
1123,243500,8355061,2015-09-11
1124,081401,25830000,2015-09-14
1125,031000,17875,2015-09-15
1126,030200,1100000,2015-09-15
1127,030200,1100000,2015-09-15
1128,071800,17875,2015-09-15
1129,051200,280000,2015-09-15
1130,837800,4041100,2015-09-15
1131,020802,17875,2015-09-15
1132,431301,17875,2015-09-15
1133,530100,17875,2015-09-15
1134,660700,17875,2015-09-15
1135,530501,17875,2015-09-15
1136,834800,17875,2015-09-15
1137,070200,17875,2015-09-15
1138,832300,17875,2015-09-15
1139,070300,17875,2015-09-15
1140,160900,250000,2015-09-15
1141,222200,17875,2015-09-15
1142,832600,17875,2015-09-15
1143,063400,17875,2015-09-15
1144,242300,30000,2015-09-15
1145,070200,17875,2015-09-15
1146,062800,17875,2015-09-15
1147,310900,1000,2015-09-15
1148,081500,1000,2015-09-15
1149,301802,1000,2015-09-15
1150,830700,1650000,2015-09-11
1151,NA,1000,2015-09-15
1152,839100,1000,2015-09-15
1153,062500,3e+05,NA
1154,242200,280000,2015-09-16
1155,241400,17875,2015-09-16
1156,241400,17875,2015-09-16
1157,740400,250000,NA
1158,090300,350000,2015-09-17
1159,070400,1300000,2015-09-16
1160,062600,17875,2015-09-17
1161,242600,17875,2015-09-16
1162,221500,17875,2015-09-16
1163,838100,17875,2015-09-17
1164,838100,17875,2015-09-17
1165,838100,17875,2015-09-17
1166,838100,17875,2015-09-17
1167,831200,17875,2015-09-16
1168,831200,17875,2015-09-16
1169,221000,17875,2015-09-16
1170,230700,17875,2015-09-16
1171,220901,17875,2015-09-16
1172,843600,529200,2015-09-16
1173,062600,418700,2015-09-17
1174,837300,17875,2015-09-17
1175,242500,17875,2015-09-16
1176,230200,3e+05,NA
1177,070500,450000,NA
1178,062100,60000,2015-09-17
1179,241400,17875,2015-09-17
1180,161000,2e+07,2015-09-17
1181,040800,3000,2015-09-17
1182,720400,7000,2015-09-17
1183,081403,1000,2015-09-16
1184,260200,17875,2015-09-16
1185,500200,5000,2015-09-17
1186,260500,17875,2015-09-16
1187,230800,17875,2015-09-16
1188,283200,3000,2015-09-16
1189,842200,1000,2015-09-17
1190,061200,2000,2015-09-17
1191,833000,17875,2015-09-17
1192,062300,350000,2015-09-18
1193,051200,17875,2015-09-18
1194,241400,250000,2015-09-18
1195,834800,4e+05,NA
1196,430300,1000,2015-09-18
1197,411200,8000,2015-09-18
1198,070101,1000,2015-09-18
1199,330100,5000,2015-09-18
1200,838100,1000,2015-09-18
1201,280400,5000,2015-09-18
1202,242500,448200,2015-09-21
1203,230300,7e+05,2015-09-21
1204,242500,250000,2015-09-21
1205,740400,35000,2015-09-21
1206,220602,50000,2015-09-21
1207,061100,1100000,NA
1208,242800,17875,2015-09-21
1209,681000,17000,2015-09-21
1210,242900,17875,2015-09-21
1211,330100,5000,2015-09-21
1212,320100,5000,2015-09-21
1213,831100,5000,2015-09-21
1214,320100,8000,2015-09-21
1215,740200,5000,2015-09-21
1216,330100,10000,2015-09-21
1217,660600,225000,2015-09-22
1218,062600,422600,2015-09-22
1219,051100,350000,2015-09-22
1220,280100,60000,2015-09-22
1221,081700,60000,2015-09-22
1222,071000,723000,2015-09-22
1223,221400,1500000,2015-09-22
1224,221400,1500000,2015-09-22
1225,242900,17875,2015-09-22
1226,832200,17875,2015-09-22
1227,160700,17875,2015-09-22
1228,160900,17875,2015-09-22
1229,242500,571800,2015-09-22
1230,400300,10000,2015-09-22
1231,062700,1000,2015-09-22
1232,320100,1e+05,2015-09-22
1233,243100,17875,2015-09-22
1234,062300,17875,2015-09-23
1235,840400,17875,2015-09-23
1236,420700,17875,2015-09-23
1237,243300,17875,2015-09-23
1238,160300,836800,NA
1239,260300,1000,2015-09-23
1240,031400,1000,2015-09-23
1241,330100,1000,2015-09-23
1242,330100,30000,2015-09-23
1243,320100,2500,2015-09-23
1244,330100,60000,2015-09-23
1245,381900,363700,2015-09-24
1246,221600,17875,2015-09-24
1247,843400,17875,2015-09-24
1248,491000,17875,2015-09-24
1249,250600,17875,2015-09-24
1250,160501,17875,2015-09-24
1251,031300,17875,NA
1252,080400,450000,2015-09-24
1253,242800,350000,NA
1254,241400,350000,2015-09-24
1255,031400,9910,2015-09-24
1256,320100,12000,2015-09-24
1257,843900,10000,2015-09-24
1258,833000,5e+05,2006-12-07
1259,740400,17875,2015-09-25
1260,839900,250000,2015-09-25
1261,240900,350000,2015-09-25
1262,841200,17875,2015-09-25
1263,842100,17875,2015-09-25
1264,611700,17875,2015-09-25
1265,260700,17875,2015-09-25
1266,750100,17875,2015-09-25
1267,243100,17875,2015-09-25
1268,081800,92000,2015-09-23
1269,063302,60000,2015-09-25
1270,100300,3000,2015-09-25
1271,330100,1200,2015-09-25
1272,221100,17875,2015-09-28
1273,832100,17875,2015-09-28
1274,832100,17875,2015-09-28
1275,351400,35000,2015-09-28
1276,842200,1100000,2015-09-28
1277,830900,17875,2015-09-28
1278,062900,220000,2015-09-28
1279,070600,6e+05,2015-09-28
1280,242500,17875,2015-09-28
1281,160400,17875,2015-09-28
1282,160502,17875,2015-09-28
1283,221600,17875,2015-09-28
1284,243200,406950,2015-09-28
1285,161000,17875,2015-09-28
1286,760801,17875,2015-09-28
1287,030900,17875,2015-09-28
1288,050200,17875,2015-09-28
1289,160700,17875,2015-09-28
1290,243200,17875,2015-09-28
1291,330100,25000,2015-09-28
1292,241400,17875,2015-09-28
1293,530600,17875,2015-09-28
1294,491000,17875,2015-09-28
1295,833000,6000,2015-09-28
1296,833300,20000,2015-09-29
1297,051200,450000,2015-09-29
1298,400800,1250000,2015-09-29
1299,400800,3500000,2015-09-29
1300,400800,6750000,2015-09-29
1301,160502,280000,2015-09-29
1302,221600,8e+05,2015-09-29
1303,210602,3e+05,2015-09-29
1304,160501,17875,2015-09-29
1305,230100,993900,2015-09-29
1306,220901,230861,2015-09-29
1307,242300,6e+05,2015-09-29
1308,690400,17875,2015-09-29
1309,031900,17875,2015-09-29
1310,221600,17875,2015-09-29
1311,843200,17875,2015-09-29
1312,050500,1500,2015-09-25
1313,050500,17875,2015-09-29
1314,839100,17875,2015-09-29
1315,839100,17875,2015-09-29
1316,031400,1000,2015-09-29
1317,150402,12000,2015-09-29
1318,230600,1000,2015-09-29
1319,411000,10000,2015-09-29
1320,840000,350000,2015-09-29
1321,062400,1500000,2015-09-29
1322,400800,3e+06,2015-09-30
1323,843700,554400,2015-09-30
1324,671300,17875,2015-09-30
1325,243100,325000,2015-09-30
1326,730700,125000,2015-09-30
1327,090300,2e+05,2015-09-30
1328,160700,175000,2015-09-30
1329,230900,368900,2015-09-30
1330,051200,17875,2015-09-30
1331,100300,17875,2015-09-30
1332,839600,10000,2015-09-30
1333,242700,1500000,NA
1334,842300,17875,2015-10-01
1335,841000,17875,2015-10-01
1336,242600,634200,2015-10-01
1337,070500,17875,2015-10-01
1338,070500,17875,2015-10-01
1339,081403,60000,2015-09-30
1340,842300,17875,2015-10-01
1341,720200,3000,2015-10-01
1342,842300,3200,2015-10-01
1343,330100,2500,2015-10-01
1344,330100,1250,2015-09-30
1345,330100,1250,2015-10-01
1346,070600,650000,NA
1347,271400,2250000,2015-10-02
1348,271400,2250000,2015-10-02
1349,271400,2250000,2015-10-02
1350,271400,2250000,2015-10-02
1351,243200,17875,2015-10-01
1352,240600,493400,2015-10-02
1353,030900,116000,NA
1354,210501,580000,NA
1355,090300,17875,2015-10-02
1356,390600,1600000,2015-10-02
1357,839100,2500,2015-10-02
1358,050500,17875,2015-10-02
1359,560900,26780,2006-07-05
1360,740400,7900,2006-03-22
1361,839900,1e+05,2015-10-05
1362,839900,1e+05,2015-10-05
1363,670600,732000,2015-10-05
1364,051200,17875,2015-10-05
1365,130100,124643460,2015-09-28
1366,062400,17875,2015-10-05
1367,062400,17875,2015-10-05
1368,150502,2e+05,2015-10-06
1369,071100,4600000,2015-10-06
1370,031000,6e+05,2015-10-06
1371,062300,522000,2015-10-06
1372,060400,350000,2015-10-06
1373,090200,3e+05,2015-10-06
1374,051300,220000,2015-10-06
1375,050200,17875,2015-10-06
1376,130100,450000,2015-10-06
1377,040900,17875,2015-10-06
1378,834600,17875,2015-10-06
1379,834600,17875,2015-10-06
1380,080300,17875,2015-10-06
1381,840400,17875,2015-10-06
1382,833000,3000,2015-10-06
1383,832300,10500000,2015-10-05
1384,841100,1000,2015-10-06
1385,832900,6e+05,2015-10-07
1386,221500,1022000,2015-10-07
1387,060500,1e+06,2015-10-07
1388,242000,677300,2015-10-07
1389,062400,522222,2015-10-07
1390,170800,17875,2015-10-07
1391,030900,250000,2015-10-07
1392,840800,17875,2015-10-07
1393,062200,17875,2015-10-07
1394,110200,17875,2015-10-07
1395,839700,2e+05,NA
1396,839700,2e+05,NA
1397,838100,1000,2015-10-07
1398,100500,17875,2015-10-09
1399,242300,17875,2015-10-09
1400,841500,3.9e+07,2015-10-08
1401,062300,45300,2015-10-09
1402,580100,1e+06,2015-10-09
1403,120400,17875,2015-10-08
1404,081100,17875,2015-10-09
1405,051200,350000,2015-10-08
1406,063100,17875,2015-10-09
1407,050200,17875,2015-10-08
1408,390200,348100,2015-10-09
1409,630400,17875,2015-10-09
1410,050300,17875,2015-10-07
1411,050200,17875,2015-10-08
1412,062100,17875,2015-10-08
1413,050600,17875,2015-10-09
1414,130100,17875,2015-10-09
1415,070500,17875,2015-10-09
1416,841300,8000,2015-10-09
1417,060200,17875,2015-10-09
1418,062800,402300,NA
1419,833000,4500,2015-10-08
1420,020602,8000,2015-10-08
1421,010201,30000,2015-10-09
1422,140500,20000,2015-10-09
1423,410900,1000,2015-10-09
1424,310900,2e+05,2015-10-13
1425,NA,92000,2015-10-06
1426,062900,17875,2015-10-13
1427,410700,92000,2015-10-07
1428,243000,17875,2015-10-13
1429,330100,92000,2015-10-02
1430,070300,17875,2015-10-13
1431,330100,17875,2015-10-06
1432,839000,8100000,2015-10-09
1433,060400,250000,2015-10-14
1434,243100,356100,2015-10-14
1435,330100,17875,2015-10-14
1436,839100,17875,2015-10-14
1437,050500,17875,2015-10-14
1438,830900,17875,2015-10-14
1439,210900,2e+05,NA
1440,210900,2e+05,NA
1441,231200,17875,2015-10-14
1442,411200,4000,2015-10-14
1443,600700,6e+06,2015-10-15
1444,600700,6e+06,2015-10-15
1445,600900,17875,2015-10-15
1446,050500,17875,2015-10-15
1447,830600,75000,2015-10-15
1448,380100,220000,2015-10-15
1449,051000,17875,2015-10-15
1450,080400,17875,2015-10-15
1451,240600,350000,NA
1452,221600,559000,2015-10-15
1453,842300,3500,2015-10-14
1454,242600,565000,NA
1455,050700,250000,NA
1456,051300,270000,NA
1457,390700,1000,2015-10-15
1458,071500,6000,2015-10-15
1459,320100,1500,2015-10-15
1460,842600,165000,2015-10-16
1461,842600,367000,2015-10-16
1462,221100,1272000,2015-10-16
1463,081800,6e+05,2015-10-16
1464,050500,250000,2015-10-16
1465,243200,265800,2015-10-16
1466,060100,17875,2015-10-16
1467,832400,368900,2015-10-16
1468,310600,8000,2015-10-16
1469,660900,2000,2015-10-16
1470,230400,17875,2015-10-16
1471,330100,1000,2015-10-16
1472,241400,1.5e+07,2015-10-14
1473,832000,10000,2015-10-16
1474,611700,17875,2015-10-19
1475,243400,5e+05,2015-10-19
1476,833000,2e+07,2015-10-19
1477,040700,550000,2015-10-19
1478,040700,550000,2015-10-19
1479,220500,17875,2015-10-19
1480,062300,350000,NA
1481,230100,17875,2015-10-19
1482,838000,250000,2015-10-19
1483,220300,450000,2015-10-19
1484,050700,17875,2015-10-19
1485,243200,17875,2015-10-16
1486,832400,17875,2015-10-19
1487,062400,17875,2015-10-19
1488,081900,60000,2015-10-16
1489,830900,267000,2015-10-19
1490,221600,150000,2015-10-19
1491,832200,150000,2015-10-19
1492,051200,17875,2015-10-19
1493,060100,607500,2015-10-19
1494,063400,17875,2015-10-19
1495,491000,17875,2015-10-19
1496,750200,370000,2015-10-19
1497,081800,20000,2015-10-15
1498,491000,17875,2015-10-19
1499,530503,17875,2015-10-19
1500,070200,250000,2015-10-20
1501,740200,249500,2015-10-20
1502,081402,1500000,2015-10-20
1503,836400,25000,2015-10-20
1504,620200,17875,2015-10-20
1505,620200,17875,2015-10-20
1506,830900,17875,2015-10-20
1507,120400,17875,2015-10-20
1508,230100,316400,2015-10-20
1509,161100,149000,NA
1510,070500,450000,2015-10-20
1511,040900,17875,2015-10-20
1512,161100,149000,NA
1513,051200,350000,2015-10-20
1514,230400,17875,2015-10-20
1515,221600,440200,2015-10-20
1516,050600,750000,NA
1517,061100,10000,2015-10-20
1518,070700,733500,NA
1519,230400,1592000,2015-10-21
1520,062000,17875,2015-10-21
1521,242600,1510600,2015-10-21
1522,020802,17875,2015-10-21
1523,051300,17875,2015-10-21
1524,242900,733700,2015-10-21
1525,050200,350000,2015-10-21
1526,050300,250000,2015-10-21
1527,160700,2e+05,2015-10-21
1528,071100,17875,2015-10-21
1529,071100,17875,2015-10-21
1530,680600,17875,2015-10-21
1531,730700,160000,NA
1532,730700,160000,NA
1533,730700,160000,NA
1534,243400,679500,2015-10-21
1535,243100,399600,2015-10-21
1536,839100,10000,2015-10-21
1537,243400,17875,2015-10-22
1538,243400,17875,2015-10-22
1539,243400,17875,2015-10-22
1540,071000,3e+05,NA
1541,070300,17875,2015-10-22
1542,040100,17875,2015-10-22
1543,100500,17875,2015-10-22
1544,671400,17875,2015-10-22
1545,242000,41820,2015-10-22
1546,062800,17875,2015-10-21
1547,221400,1.4e+07,2015-10-22
1548,221400,1.1e+07,2015-10-22
1549,071000,1e+06,2015-10-22
1550,081300,25000,2015-10-22
1551,051200,378000,2015-10-22
