,TRACTID,cost,date
15056,834600,22500,2009-10-28
15057,330100,17875,2009-10-16
15058,672000,17875,2009-10-06
15059,242000,17875,2009-10-27
15060,120100,64400,2009-11-03
15061,400800,17875,2009-11-25
15062,010300,10000,2009-11-24
15063,837300,97000,2009-10-09
15064,671300,17875,2009-10-08
15065,611300,17875,2009-10-08
15066,612000,17875,2009-10-08
15067,672000,17875,2009-10-08
15068,251700,17875,2009-10-08
15069,842600,17875,2009-10-08
15070,660700,17875,2009-10-08
15071,251600,17875,2009-10-08
15072,050200,260000,2009-10-29
15073,050500,250000,2009-11-12
15074,222500,17875,2009-10-19
15075,071500,8e+05,2010-03-25
15076,230100,17875,2009-10-20
15077,210502,17875,2009-10-20
15078,841800,17875,2009-10-26
15079,841800,17875,2009-10-26
15080,490902,13133493,2009-10-09
15081,070200,2250,2010-01-12
15082,836200,150000,2009-12-18
15083,070200,2250,2010-01-12
15084,836200,150000,2009-12-18
15085,081500,2e+05,2009-12-07
15086,050600,2900,2009-11-04
15087,120300,235000,2010-04-22
15088,050800,17875,2009-11-06
15089,230600,750000,2010-02-10
15090,834600,17875,2009-12-07
15091,040202,8494000,2009-10-13
15092,610800,17875,2009-10-26
15093,670300,17875,2009-10-15
15094,050200,17875,2009-11-04
15095,834600,17875,2009-11-10
15096,834600,17875,2010-01-22
15097,832400,17875,2009-11-24
15098,310600,1200000,2009-10-15
15099,835500,17875,2009-10-15
15100,222200,17875,2009-10-27
15101,320400,10000,2009-10-15
15102,320400,10000,2009-10-15
15103,191200,17875,2009-10-15
15104,210700,17875,2009-10-15
15105,231200,17875,2009-10-15
15106,251200,17875,2009-10-15
15107,470100,1325000,2010-03-17
15108,050300,17875,2009-11-04
15109,020802,1e+06,2010-02-17
15110,020701,2500,2010-01-06
15111,530503,17875,2009-10-16
15112,834700,17875,2009-10-16
15113,340400,17875,2009-11-17
15114,062300,17875,2010-04-13
15115,832400,17875,2009-11-24
15116,842800,2.5e+07,2011-02-18
15117,831900,2e+05,2009-11-12
15118,750400,6e+05,2010-03-02
15119,081500,3500,2009-10-20
15120,839100,17875,2009-10-29
15121,031000,17875,2009-10-29
15122,843000,17875,2009-11-23
15123,292200,17875,2009-12-23
15124,320100,17875,2010-02-23
15125,031900,9e+05,2009-10-27
15126,030706,17875,2009-11-03
15127,030706,17875,2009-11-03
15128,611200,17875,2009-10-29
15129,242200,17875,2010-02-23
15130,051300,17875,2009-11-02
15131,061100,17875,2009-11-04
15132,010702,17875,2009-11-30
15133,830500,17875,2009-10-23
15134,830500,17875,2009-10-23
15135,231500,225000,2009-11-17
15136,671600,17875,2009-12-23
15137,260600,17875,2009-10-22
15138,832400,620000,2009-12-07
15139,231500,225000,2009-11-17
15140,231500,225000,2009-11-17
15141,430300,5000,2010-01-07
15142,838600,15000,2010-01-08
15143,190402,17875,2009-10-22
15144,680500,17875,2009-10-23
15145,260100,17875,2009-10-23
15146,230700,17875,2009-10-23
15147,031400,7560,2009-10-27
15148,570100,17875,2009-11-12
15149,839700,150000,2009-11-25
15150,031400,434000,2010-10-21
15151,839500,33000,2009-11-30
15152,320600,17875,2009-11-25
15153,290900,17875,2009-10-27
15154,836000,17875,2010-02-16
15155,351400,75000,2010-01-28
15156,839900,1560000,2009-12-04
15157,081800,2e+06,2010-06-02
15158,530300,16900,2009-12-11
15159,071600,17875,2009-11-10
15160,600900,275000,2009-12-18
15161,070101,1000,2009-11-10
15162,010400,2e+07,2009-10-29
15163,836600,17875,2009-10-30
15164,440600,17875,2009-11-10
15165,690400,17875,2009-11-10
15166,071500,17875,2009-11-10
15167,230400,17875,2009-11-03
15168,690400,17875,2009-11-03
15169,051200,17875,2009-11-24
15170,841200,17875,2009-11-03
15171,071000,20000,2009-12-08
15172,842500,1420000,2011-08-18
15173,221300,17875,2009-11-17
15174,831900,17875,2009-11-24
15175,530300,17875,2009-11-02
15176,700301,350000,2010-04-13
15177,690900,17875,2009-11-24
15178,241100,8050000,2010-04-21
15179,241500,1000,2009-12-21
15180,840400,17875,2009-12-02
15181,839700,17875,2009-12-02
15182,231200,17875,2009-12-02
15183,050500,17875,2009-12-02
15184,839100,170000,2009-11-05
15185,062600,650000,2010-03-05
15186,834700,7451222,2009-11-09
15187,834700,7451222,2009-11-09
15188,834600,17875,2009-11-19
15189,834600,17875,2009-11-19
15190,834600,17875,2009-11-19
15191,834600,17875,2009-11-19
15192,681400,17875,2009-12-23
15193,281900,4e+06,2010-04-23
15194,710900,3e+05,2011-06-16
15195,750500,10000,2010-03-18
15196,610300,17875,2009-12-03
15197,831000,17875,2009-12-02
15198,242500,4e+05,2010-04-19
15199,380100,17875,2009-11-09
15200,260200,17875,2009-11-09
15201,NA,17875,2009-11-09
15202,NA,17875,2009-11-09
15203,222700,17875,2009-11-10
15204,700200,89500,2010-04-16
15205,032100,7500,2010-05-13
15206,841400,17875,2009-11-24
15207,222200,17875,2009-11-19
15208,530501,17875,2009-11-12
15209,691400,17875,2009-11-24
15210,191100,17875,2009-11-13
15211,270500,17875,2009-11-17
15212,290900,17875,2009-11-12
15213,040800,17875,2009-12-08
15214,160900,2e+05,2010-01-05
15215,050800,4e+05,2010-01-08
15216,842600,17875,2009-11-17
15217,251800,17875,2009-11-16
15218,251600,17875,2009-11-16
15219,251500,17875,2009-11-16
15220,290900,17875,2010-01-26
15221,490902,17875,2009-11-19
15222,520200,17875,2009-11-19
15223,838700,1.2e+07,2009-11-16
15224,050200,17875,2010-01-20
15225,831700,196000,2009-11-25
15226,242200,250000,2010-02-18
15227,832500,750000,2009-12-02
15228,292500,17875,2009-11-30
15229,030706,9765000,2009-11-16
15230,251500,17875,2009-12-02
15231,836800,17875,2009-12-03
15232,251600,17875,2009-12-02
15233,251300,17875,2009-12-03
15234,292200,17875,2009-12-03
15235,292400,17875,2009-12-02
15236,836700,17875,2009-12-02
15237,770602,2e+05,2009-11-17
15238,770602,780000,2009-11-17
15239,842200,17875,2009-12-28
15240,210900,17875,2010-01-26
15241,210900,17875,2010-01-26
15242,832200,3e+05,2009-12-22
15243,833100,50000,2010-02-23
15244,530100,17875,2009-11-18
15245,840400,17875,2010-02-05
15246,840400,185000,2010-01-14
15247,071000,750000,2010-07-13
15248,070500,4e+05,2010-03-11
15249,843700,17875,2009-12-11
15250,242600,1e+05,2010-08-03
15251,491200,17875,2009-12-21
15252,070102,3e+07,2009-11-20
15253,230100,150000,2010-02-19
15254,230100,17875,2009-11-23
15255,681000,17875,2009-12-03
15256,650100,150000,2009-12-29
15257,837300,10000,2009-11-25
15258,837300,10000,2009-11-25
15259,837300,10000,2009-11-25
15260,837300,10000,2009-11-25
15261,842200,3000,2009-12-03
15262,050200,17875,2009-12-10
15263,833000,17875,2009-12-07
15264,681000,17875,2009-11-24
15265,691200,17875,2009-11-24
15266,672000,17875,2009-11-24
15267,838600,17875,2009-11-24
15268,740400,17875,2009-12-04
15269,750500,17875,2009-11-25
15270,710900,17875,2009-11-25
15271,841600,17875,2009-12-04
15272,460700,17875,2009-12-04
15273,260200,17875,2009-12-04
15274,842100,17875,2009-11-25
15275,560700,17875,2009-12-11
15276,834600,16100,2009-12-09
15277,710900,17875,2009-11-25
15278,730500,17875,2009-11-25
15279,671100,17875,2009-11-25
15280,040600,7000,2009-12-02
15281,838700,17875,2009-12-03
15282,220701,17875,2009-12-03
15283,681100,220000,2009-12-03
15284,832500,17875,2010-01-05
15285,030101,17875,2009-12-18
15286,831600,17875,2009-12-16
15287,140302,10500,2009-12-14
15288,260300,17875,2009-12-04
15289,251600,17875,2009-12-04
15290,836400,4e+05,2010-01-05
15291,030604,4e+05,2010-01-22
15292,140602,13500,2009-12-15
15293,831400,17875,2009-12-04
15294,836600,17875,2009-12-04
15295,251800,17875,2010-02-10
15296,120100,46754,2010-02-03
15297,832200,17875,2010-01-28
15298,031000,17875,2010-01-15
15299,330100,1000,2009-12-11
15300,070500,17875,2010-03-16
15301,071600,250000,2010-06-08
15302,830800,15000,2010-01-25
15303,050200,3e+05,2010-04-09
15304,040401,17875,2010-02-22
15305,310800,17875,2009-12-28
15306,310800,17875,2009-12-28
15307,310800,17875,2009-12-28
15308,220500,60000,2009-12-09
15309,280800,17875,2010-10-18
15310,241600,17875,2010-01-11
15311,600900,17875,2010-03-04
15312,611200,17875,2009-12-17
15313,832600,250000,2010-01-07
15314,310600,17875,2010-03-04
15315,530200,8900,2009-12-29
15316,491300,17875,2009-12-11
15317,611600,17875,2009-12-11
15318,611700,17875,2009-12-11
15319,841800,8900,2009-12-11
15320,671300,17875,2009-12-11
15321,020500,17875,2009-12-18
15322,191302,17875,2009-12-17
15323,830900,55000,2009-12-10
15324,170500,17875,2009-12-29
15325,200401,17875,2009-12-22
15326,230100,17875,2009-12-22
15327,611900,17875,2009-12-16
15328,630500,17875,2009-12-31
15329,830700,125000,2009-12-14
15330,190401,160000,2009-12-22
15331,190401,160000,2009-12-22
15332,031000,8000,2009-12-21
15333,050800,3e+05,2010-07-06
15334,834600,17875,2010-04-07
15335,834500,17875,2009-12-16
15336,252202,9876547,2010-05-14
15337,170100,7250000,2009-12-22
15338,230800,15000,2010-02-11
15339,240500,17875,2010-01-08
15340,190401,17875,2010-01-28
15341,560900,17875,2010-01-13
15342,140400,5000,2009-12-30
15343,670600,17875,2009-12-17
15344,681100,17875,2009-12-29
15345,600700,232000,2010-01-14
15346,830900,1e+05,2010-03-30
15347,980100,10000,2010-04-29
15348,831600,4e+06,2010-04-27
15349,833000,28425,2010-01-26
15350,071800,1220000,2010-03-15
15351,843700,17875,2010-01-15
15352,070102,120000,2009-12-21
15353,070102,120000,2009-12-21
15354,081100,1480000,2009-12-18
15355,610800,17875,2010-03-09
15356,834600,17875,2010-01-07
15357,834600,17875,2010-01-07
15358,834600,17875,2010-01-07
15359,832600,17875,2010-01-06
15360,671500,17875,2009-12-29
15361,835900,17875,2009-12-29
15362,834600,17875,2009-12-29
15363,491000,17875,2009-12-29
15364,670500,17875,2009-12-29
15365,460100,17875,2009-12-29
15366,836200,350000,2010-03-19
15367,836200,350000,2010-03-19
15368,281900,8e+06,2009-12-22
15369,830700,123828.99,2009-12-22
15370,835600,17875,2010-02-03
15371,240600,17875,2010-02-03
15372,040100,17875,2010-03-18
15373,690300,17875,2010-03-19
15374,320600,1000,2009-12-28
15375,330100,1300000,2010-07-19
15376,081500,7e+07,2010-02-22
15377,840400,17875,2010-01-19
15378,600700,17875,2010-01-19
15379,560400,17875,2009-12-30
15380,836200,5.9e+07,2009-12-30
15381,300800,17875,2010-02-16
15382,440201,75000,2010-03-05
15383,160200,45000,2010-08-20
15384,611500,6.9e+07,2011-06-14
15385,031200,80000,2010-01-28
15386,080300,1200000,2010-11-04
15387,081700,1500000,2010-01-12
15388,NA,17875,2010-04-16
15389,071000,17875,2010-04-16
15390,071000,17875,2010-04-16
15391,071000,17875,2010-04-16
15392,071000,17875,2010-04-16
15393,071000,17875,2010-04-16
15394,071000,17875,2010-04-16
15395,750500,3e+05,2010-07-13
15396,460400,3000,2010-02-08
15397,170600,167000,2010-03-03
15398,062000,17875,2010-01-25
15399,242000,550000,2010-04-30
15400,750500,17875,2010-02-25
15401,530100,1e+05,2012-09-20
15402,210601,5000,2010-05-06
15403,500200,17875,2010-04-09
15404,350400,80000,2010-02-25
15405,350400,80000,2010-02-08
15406,350400,80000,2010-02-25
15407,839200,80000,2010-02-02
15408,090200,17875,2010-04-01
15409,090200,17875,2010-04-01
15410,090200,17875,2010-04-01
15411,031000,2300000,2010-05-13
15412,161100,650000,2010-07-07
15413,210502,17875,2010-02-11
15414,120300,17875,2010-06-03
15415,090200,5e+05,2010-04-08
15416,836900,17875,2010-01-20
15417,081500,2e+05,2010-03-16
15418,243100,1040000,2011-09-08
15419,062500,365000,2010-02-26
15420,050800,17875,2010-02-01
15421,834500,17875,2010-02-25
15422,081403,1e+06,2010-07-21
15423,241200,22000,2010-01-21
15424,260300,17875,2010-01-21
15425,251800,1250000,2010-09-20
15426,240500,175000,2010-03-15
15427,240600,250000,2010-02-11
15428,832400,250000,2010-03-05
15429,240700,250000,2010-02-11
15430,061100,1000,2010-02-03
15431,061100,1000,2010-02-03
15432,062800,387000,2010-02-16
15433,062500,17875,2010-03-02
15434,050200,3e+05,2010-02-24
15435,040100,250000,2010-05-10
15436,070200,2e+06,2010-07-23
15437,050200,3e+05,2010-04-15
15438,711000,17875,2010-01-26
15439,834600,17875,2010-01-26
15440,430600,10000,2010-05-26
15441,060400,17875,2010-02-11
15442,221100,17875,2010-02-03
15443,221100,17875,2010-02-03
15444,240700,17875,2010-02-17
15445,840700,7000,2010-02-08
15446,282700,17875,2010-02-16
15447,611700,17875,2010-01-28
15448,530200,17875,2010-02-16
15449,610800,245000,2010-02-22
15450,050600,17875,2010-03-30
15451,160501,80000,2010-04-12
15452,301200,25000,2010-04-19
15453,070400,17875,2010-03-02
15454,460700,17875,2010-02-16
15455,081201,275000,2010-02-26
15456,840700,17875,2010-02-18
15457,252202,17875,2010-02-04
15458,691100,17875,2010-02-03
15459,050700,17875,2010-03-17
15460,081100,42071399,2010-02-02
15461,660800,8000,2010-03-22
15462,140302,17875,2010-02-22
15463,063200,8e+05,2010-04-30
15464,834400,3267500,2011-05-26
15465,834600,17875,2010-02-17
15466,300900,85000,2010-06-18
15467,836500,17875,2010-03-08
15468,010400,2e+07,2010-02-04
15469,050200,17875,2010-02-22
15470,050200,17875,2010-02-22
15471,838800,17875,2010-02-17
15472,230600,17875,2010-03-24
15473,833100,17875,2010-02-05
15474,740200,3e+05,2010-05-19
15475,832100,250000,2010-02-17
15476,400300,1000,2010-02-18
15477,400300,1000,2010-02-18
15478,530400,5e+05,2010-03-22
15479,051400,17875,2010-02-22
15480,051400,17875,2010-02-22
15481,340600,10000,2010-02-11
15482,221200,5975,2010-02-18
15483,050700,250000,2010-03-19
15484,070500,35000,2010-04-01
15485,050600,3e+05,2010-03-29
15486,351400,17875,2010-05-04
15487,071300,30000,2010-05-20
15488,612100,17875,2010-02-25
15489,242600,17875,2010-04-21
15490,242500,17875,2010-04-15
15491,242600,17875,2010-04-21
15492,062800,17875,2010-03-04
15493,160800,2e+05,2010-03-31
15494,020200,5e+05,2010-08-03
15495,061100,1000,2010-02-23
15496,070200,17875,2010-03-30
15497,070200,17875,2010-03-30
15498,611900,17875,2010-02-17
15499,010702,17875,2010-03-02
15500,760803,90240,2010-03-03
15501,150200,17875,2010-03-04
15502,140800,17875,2010-03-04
15503,580100,17875,2010-06-01
15504,611700,17875,2010-04-14
15505,063000,650000,2010-03-31
15506,750400,5000,2010-03-03
15507,842600,17875,2010-03-25
15508,700401,1200,2010-02-23
15509,842600,95000,2010-03-30
15510,834600,17875,2010-03-04
15511,320400,450000,2010-02-23
15512,842300,17875,2010-02-22
15513,832600,575000,2010-06-11
15514,834200,17875,2010-02-23
15515,210601,17875,2010-04-14
15516,240800,17875,2010-02-24
15517,841500,17875,2010-02-24
15518,320400,1000,2010-03-15
15519,320400,1000,2010-03-15
15520,320400,1000,2010-03-15
15521,071500,17875,2010-04-01
15522,031100,125000,2010-05-26
15523,831100,17875,2010-03-25
15524,836100,17875,2010-08-26
15525,750100,17875,2010-03-02
15526,750100,17875,2010-03-02
15527,381700,17875,2010-08-18
15528,611900,17875,2010-02-26
15529,081700,1000,2010-03-04
15530,320100,50000,2010-04-07
15531,081401,50000,2010-04-13
15532,310200,17875,2010-03-22
15533,100600,8900000,2010-08-11
15534,062800,250000,2010-04-01
15535,310800,3500000,2010-12-02
15536,420500,17875,2010-03-23
15537,081700,1200000,2010-05-12
15538,420400,17875,2010-03-23
15539,832600,17875,2010-03-25
15540,660600,20000,2010-03-16
15541,420500,17875,2010-03-23
15542,420500,17875,2010-03-23
15543,420500,17875,2010-03-23
15544,420400,17875,2010-03-23
15545,420400,17875,2010-03-23
15546,420400,17875,2010-03-23
15547,050300,17875,2010-03-23
15548,230200,17875,2010-04-05
15549,060300,17875,2010-04-05
15550,220602,12500,2010-06-01
15551,081100,450000,2011-11-16
15552,170300,17875,2010-03-17
15553,031100,17875,2010-03-25
15554,832200,248472,2010-08-05
15555,640800,17875,2010-09-27
15556,839100,3e+05,2010-03-08
15557,832600,17875,2010-03-25
15558,062400,17875,2010-04-20
15559,590600,150000,2010-04-30
15560,740200,17875,2010-04-01
15561,090100,3e+05,2011-02-16
15562,210100,17875,2010-04-14
15563,222200,10000,2010-09-01
15564,160800,17875,2010-04-06
15565,841100,17875,2010-06-15
15566,062300,4e+05,2010-04-23
15567,530400,333970,2010-03-11
15568,040300,17875,2010-04-01
15569,842200,15000,2010-07-02
15570,590600,17875,2010-03-25
15571,061800,570000,2011-08-16
15572,460700,3e+05,2010-08-23
15573,610800,18000,2010-03-15
15574,160602,17875,2010-03-24
15575,062700,17875,2010-04-22
15576,834600,17875,2010-04-14
15577,081201,7800,2010-04-06
15578,062400,250000,2010-04-16
15579,071500,1200000,2010-09-24
15580,839800,17875,2010-04-16
15581,839700,2e+05,2010-04-30
15582,191000,75000,2010-03-16
15583,832600,3850000,2010-05-05
15584,831900,17875,2010-03-29
15585,070300,17875,2010-03-29
15586,832200,17875,2010-04-01
15587,050200,17875,2010-03-16
15588,070102,17875,2010-04-12
15589,840800,28000,2010-10-28
15590,834600,17875,2010-03-17
15591,611000,17875,2010-03-17
15592,301600,17875,2010-04-23
15593,030300,17875,2010-04-14
15594,261000,17875,2010-03-18
15595,740100,20000,2010-04-19
15596,839100,250000,2010-06-08
15597,280800,6e+05,2010-06-04
15598,280800,9e+05,2010-06-04
15599,280800,1500000,2010-06-01
15600,280800,1500000,2010-06-01
15601,832300,350000,2010-06-23
15602,060100,1250000,2010-07-02
15603,031100,15000,2010-04-02
15604,839100,2e+05,2010-07-22
15605,170300,20000,2010-04-29
15606,020200,17875,2010-07-29
15607,050200,387000,2010-04-13
15608,231500,17875,2010-04-14
15609,530300,17875,2010-04-07
15610,843500,17875,2010-03-23
15611,210900,17875,2010-03-23
15612,280800,450000,2010-05-24
15613,280800,450000,2010-05-24
15614,280800,450000,2010-05-24
15615,280800,450000,2010-06-01
15616,837000,17875,2010-03-23
15617,710500,125000,2010-05-12
15618,760802,17875,2010-04-22
15619,062400,17875,2010-04-29
15620,242900,17875,2010-03-25
15621,062600,17875,2010-06-15
15622,051000,17875,2010-08-09
15623,420400,3978056,2010-03-23
15624,420500,5967085,2010-03-23
15625,390100,180000,2010-07-16
15626,070400,17875,2010-04-21
15627,841100,17875,2010-03-25
15628,280800,9e+05,2010-06-04
15629,280800,9e+05,2010-06-04
15630,NA,6e+05,2010-06-01
15631,NA,9e+05,2010-06-04
15632,280800,450000,2010-06-01
15633,280800,450000,2010-06-01
15634,280800,450000,2010-06-01
15635,834800,17875,2010-03-30
15636,834200,17875,2010-03-30
15637,050300,150000,2010-05-12
15638,050500,17875,2010-04-06
15639,050500,17875,2010-04-06
15640,490902,17875,2010-03-25
15641,080400,17875,2010-09-28
15642,841400,17875,2010-03-26
15643,842100,17875,2010-03-26
15644,170300,4e+06,2010-10-07
15645,530501,17875,2010-04-07
15646,837800,17875,2010-03-30
15647,671200,17875,2010-03-29
15648,834700,17875,2010-03-30
15649,670300,17875,2010-03-30
15650,834900,17875,2010-03-30
15651,843800,17875,2010-03-30
15652,834000,60000,2010-04-06
15653,062300,17875,2010-04-28
15654,242000,17875,2010-05-11
15655,030500,1000,2010-04-19
15656,837400,6000,2010-05-21
15657,840800,150000,2010-09-29
15658,061100,5000,2010-04-09
15659,061100,5000,2010-04-09
15660,243300,17875,2010-05-25
15661,834800,17875,2010-04-13
15662,243300,346000,2010-04-29
15663,260200,17875,2010-04-12
15664,320100,1000,2010-04-08
15665,610800,1e+05,2010-10-15
15666,491100,1e+05,2010-12-17
15667,242600,350000,2010-04-15
15668,242600,350000,2010-04-15
15669,580100,150000,2010-06-23
15670,580100,150000,2010-06-23
15671,291200,167000,2010-05-25
15672,292200,17875,2010-03-31
15673,050800,17875,2010-04-16
15674,460301,17875,2010-04-01
15675,070600,350000,2010-05-07
15676,240600,17875,2010-06-18
15677,842900,17875,2010-04-02
15678,231500,17875,2010-04-02
15679,611600,17875,2010-04-02
15680,611100,17875,2010-04-02
15681,691200,17875,2010-04-02
15682,320100,4000,2010-04-12
15683,160900,2e+05,2010-04-22
15684,320100,6000,2010-05-11
15685,160900,2e+05,2010-04-22
15686,210900,17875,2010-05-04
15687,160900,2e+05,2010-04-22
15688,160900,230000,2010-07-07
15689,160900,2e+05,2010-04-22
15690,280400,1000,2010-04-07
15691,843700,17875,2010-04-14
15692,491300,17875,2010-04-06
15693,839700,150000,2010-05-04
15694,842600,1.3e+07,2010-04-07
15695,839900,17875,2010-05-13
15696,062900,365000,2010-05-03
15697,040600,125000,2010-05-05
15698,842600,150000,2010-05-17
15699,460302,17875,2010-04-16
15700,050300,30000,2010-04-29
15701,050200,17875,2010-04-20
15702,062900,1596,2010-05-04
15703,240700,2e+05,2010-04-14
15704,281900,1350000,2010-04-06
15705,310800,2100000,2010-11-12
15706,671800,17875,2010-04-07
15707,050600,579900,2010-04-23
15708,241400,60000,2010-09-08
15709,NA,17875,2010-05-11
15710,241400,250000,2010-08-27
15711,530200,17875,2010-06-14
15712,831600,9000,2010-05-04
15713,140602,17875,2010-06-18
15714,590700,17875,2010-05-05
15715,590700,160000,2010-04-26
15716,140500,17875,2010-05-04
15717,842400,17875,2010-05-13
15718,040900,15000,2010-04-12
15719,320400,1000,2010-04-27
15720,720600,17875,2010-08-27
15721,242400,17875,2010-05-17
15722,420400,17875,2010-04-23
15723,081600,5000,2010-05-04
15724,530200,17875,2010-04-13
15725,730500,17875,2010-04-13
15726,460301,17875,2010-04-13
15727,070101,70000,2010-10-14
15728,671800,17875,2010-04-14
15729,490700,17875,2010-04-14
15730,062300,7e+05,2010-06-28
15731,350400,75000,2010-05-12
15732,160700,17875,2010-05-25
15733,580100,150000,2010-06-01
15734,580100,150000,2010-06-04
15735,831300,17875,2010-04-26
15736,200100,17875,2010-09-02
15737,070200,521000,2010-05-19
15738,070500,17875,2010-05-11
15739,650500,1000,2010-04-21
15740,210602,17875,2010-05-06
15741,050500,17875,2010-06-15
15742,842600,17875,2010-05-17
15743,842200,17875,2010-05-04
15744,160700,250000,2010-05-13
15745,160700,250000,2010-06-01
15746,834000,1000,2010-05-17
15747,834600,17875,2010-04-29
15748,834600,17875,2010-04-29
15749,834600,17875,2010-04-29
15750,834600,17875,2010-04-29
15751,834600,17875,2010-05-13
15752,680500,17875,2010-05-26
15753,841100,280000,2010-07-07
15754,031000,17875,2010-04-29
15755,832300,17875,2010-05-11
15756,243300,17875,2010-04-16
15757,243300,17875,2010-04-16
15758,611200,17875,2010-07-13
15759,700100,72400000,2010-10-01
15760,351400,17875,2010-12-29
15761,520300,17875,2010-05-05
15762,430300,17875,2010-06-17
15763,430300,17875,2010-06-17
15764,430300,17875,2010-10-29
15765,351400,17875,2010-12-29
15766,460700,17875,2010-05-13
15767,460302,17875,2010-06-02
15768,300800,17875,2010-05-13
15769,260700,17875,2010-05-13
15770,611100,17875,2010-05-13
15771,834900,17875,2010-04-20
15772,680600,17875,2010-04-20
15773,081402,1000,2010-05-04
15774,380100,350000,2010-08-10
15775,710800,17875,2010-07-16
15776,230500,17875,2010-04-23
15777,450300,17875,2010-04-21
15778,750100,17875,2010-04-21
15779,520300,17875,2010-04-21
15780,242900,17875,2010-04-23
15781,242900,17875,2010-04-23
15782,351400,17875,2010-07-16
15783,530100,17875,2010-05-05
15784,071400,17875,2010-05-19
15785,834700,17875,2010-05-11
15786,843100,17875,2010-04-20
15787,251100,17875,2010-04-23
15788,320400,75000,2010-06-09
15789,832200,17875,2010-05-06
15790,271500,97000,2010-04-23
15791,291200,97000,2010-04-23
15792,271500,97000,2010-04-22
15793,842000,6e+06,2010-04-26
15794,221000,17875,2010-10-21
15795,221000,17875,2010-10-21
15796,221000,17875,2010-11-05
15797,440201,17875,2010-04-23
15798,480500,17875,2010-05-26
15799,420400,1000,2010-05-06
15800,841900,1000,2010-05-06
15801,020601,850000,2010-10-28
15802,320600,1500,2010-05-06
15803,831600,17875,2010-05-03
15804,242800,17875,2010-06-04
15805,081100,42071399,2010-04-23
15806,530600,22000,2010-05-19
15807,837300,97000,2010-04-29
15808,530200,17875,2010-04-28
15809,837000,17875,2010-04-28
15810,051400,17875,2010-05-12
15811,210800,17875,2010-05-13
15812,843100,17875,2010-04-28
15813,271800,17875,2010-04-28
15814,260100,17875,2010-04-28
15815,670500,17875,2010-04-28
15816,837000,17875,2010-05-04
15817,320100,4000,2010-05-13
15818,490901,17875,2010-04-30
15819,243200,17875,2010-04-28
15820,837100,17875,2010-04-29
15821,530600,37000,2010-04-29
15822,530501,17875,2010-04-29
15823,834900,17875,2010-04-29
15824,711300,17875,2010-04-29
15825,690900,17875,2010-04-29
15826,261000,17875,2010-04-29
15827,671600,17875,2010-04-29
15828,671500,37000,2010-04-29
15829,711300,17875,2010-04-29
15830,611700,17875,2010-04-29
15831,611300,17875,2010-04-29
15832,670200,17875,2010-05-14
15833,301801,1500,2010-05-04
15834,080400,10000,2010-06-09
15835,271200,17875,2010-06-03
15836,081402,1000,2010-05-21
15837,600700,99000,2010-11-16
15838,490902,17875,2010-04-29
15839,260700,17875,2010-04-29
15840,670500,17875,2010-04-29
15841,834700,17875,2010-04-29
15842,834600,17875,2010-04-29
15843,420300,17875,2010-04-29
15844,530501,14800000,2010-04-29
15845,081401,5300,2010-05-14
15846,051400,17875,2010-05-10
15847,540101,17875,2010-05-03
15848,130100,750000,2010-05-24
15849,071000,1000,2010-05-06
15850,071000,1000,2010-05-06
15851,071000,1000,2010-05-06
15852,071000,1000,2010-05-06
15853,670800,17875,2010-05-13
15854,710300,17875,2010-05-13
15855,271300,17875,2010-05-13
15856,670900,17875,2010-05-13
15857,611800,17875,2010-05-13
15858,671400,17875,2010-05-13
15859,670800,17875,2010-05-13
15860,420700,17875,2010-05-13
15861,292400,17875,2010-05-13
15862,260500,17875,2010-05-13
15863,750500,17875,2010-05-13
15864,330100,1000,2010-05-14
15865,330100,1000,2010-05-14
15866,110502,17875,2010-06-29
15867,351400,17875,2011-01-12
15868,290900,17875,2010-06-17
15869,243400,17875,2010-06-02
15870,260900,17875,2010-06-02
15871,222200,1800000,2010-05-05
15872,680600,3278,2010-05-19
15873,681000,3278,2010-05-19
15874,151100,3278,2010-05-14
15875,330100,1000,2010-05-14
15876,330100,1000,2010-05-13
15877,491300,17875,2010-05-03
15878,491300,17875,2010-05-03
15879,835600,17875,2010-05-03
15880,835600,17875,2010-05-03
15881,540101,17875,2010-05-03
15882,681100,17875,2010-05-03
15883,491300,17875,2010-05-03
15884,040800,487000,2010-09-16
15885,380700,6000,2010-06-17
15886,660600,17875,2010-06-01
15887,380700,6000,2010-06-21
15888,292200,17875,2010-06-16
15889,241100,2750,2010-05-26
15890,671300,17875,2010-05-19
15891,251800,17875,2010-05-27
15892,320400,25000,2010-05-07
15893,040700,810000,2010-08-11
15894,062600,5e+05,2010-06-10
15895,062400,250000,2010-07-27
15896,170500,17875,2010-06-30
15897,150401,1450000,2010-09-08
15898,680900,17875,2010-06-10
15899,051300,2080,2010-06-01
15900,843100,17875,2010-05-04
15901,837000,17875,2010-05-06
15902,221300,17875,2010-05-06
15903,710800,17875,2010-05-06
15904,843800,17875,2010-05-06
15905,260100,17875,2010-05-06
15906,671600,17875,2010-05-06
15907,292400,17875,2010-05-06
15908,292400,17875,2010-05-14
15909,070200,50000,2011-04-18
15910,410500,1000,2010-05-10
15911,090100,16000,2010-05-07
15912,691500,85250,2010-08-10
15913,330100,3000,2010-05-06
15914,292200,17875,2010-06-16
15915,301801,3000,2010-07-13
15916,834800,17875,2010-05-05
15917,320100,1000,2010-05-13
