"","LATITUDE","LONGITUDE","cost","date"
"23922",41.821370291,-87.614776408,17875,2013-09-25
"23923",41.821203868,-87.616236388,17875,2013-09-25
"23924",41.897104934,-87.632571719,17875,2013-09-27
"23925",41.92863063,-87.671100108,17875,2013-09-03
"23926",41.83745103,-87.619608228,415000,NA
"23927",42.00834548,-87.777039,10000,2013-09-17
"23928",41.91589055,-87.647377544,1e+06,2013-10-04
"23929",41.942211554,-87.677025638,250000,NA
"23930",41.942584388,-87.68556513,350000,2013-10-02
"23931",41.931555328,-87.704823498,120000,2013-10-07
"23932",41.927935154,-87.647770166,17875,2013-09-17
"23933",41.816575528,-87.600481555,331700,2013-09-27
"23934",41.679061259,-87.621732959,17875,2013-08-30
"23935",41.766635769,-87.656436588,17875,2013-08-30
"23936",41.904201868,-87.724061717,17875,2013-08-30
"23937",41.745324346,-87.558991451,17875,2013-08-30
"23938",41.799012654,-87.671869025,17875,2013-08-30
"23939",41.776004388,-87.645759015,17875,2013-08-30
"23940",41.677066735,-87.624013051,17875,2013-08-30
"23941",41.692400312,-87.629443766,17875,2013-08-30
"23942",41.783648538,-87.635721878,17875,2013-09-03
"23943",41.792202241,-87.62939562,17875,2013-08-30
"23944",41.699036559,-87.705843761,17875,2013-09-10
"23945",41.897986585,-87.628088398,66710000,2013-08-26
"23946",41.942725604,-87.72102889,17875,2013-10-08
"23947",41.992469325,-87.677269902,17875,2013-10-08
"23948",41.900897486,-87.625869205,2400000,2013-10-21
"23949",41.778662113,-87.579399991,16000,2013-08-30
"23950",41.892094137,-87.611569884,5800,2013-08-30
"23951",41.881733877,-87.656714878,60000,2013-10-31
"23952",41.743430774,-87.631888035,7e+05,2013-10-02
"23953",41.950631714,-87.677714182,250000,NA
"23954",41.915476534,-87.653424337,250000,2014-03-04
"23955",41.973537582,-87.754471767,175000,2013-11-13
"23956",41.960519657,-87.699812299,17875,2013-09-16
"23957",41.785031787,-87.649304303,17875,2013-08-27
"23958",41.927566569,-87.647463205,3000,2013-11-06
"23959",41.784981351,-87.652725869,17875,2013-08-27
"23960",41.796550941,-87.653576298,17875,2013-08-27
"23961",41.891705568,-87.673836706,356700,2014-03-12
"23962",41.931812246,-87.650337827,17875,2013-11-04
"23963",41.921337604,-87.65939778,17875,2013-10-03
"23964",41.891704223,-87.673912489,356700,2014-01-21
"23965",41.952972589,-87.689075074,17875,2013-12-03
"23966",41.945339428,-87.684428743,17875,2013-10-03
"23967",41.862628294,-87.615031094,2000,2013-09-03
"23968",41.963156901,-87.729244705,17875,2013-09-10
"23969",41.938619671,-87.689066918,3e+05,2013-10-15
"23970",41.972689891,-87.708744948,17875,2013-09-17
"23971",41.938619244,-87.689129836,3e+05,2013-12-11
"23972",41.91943229,-87.649920776,1e+06,2013-10-23
"23973",41.945508888,-87.684433669,17875,2013-09-24
"23974",41.811324222,-87.732647543,17875,2013-09-25
"23975",41.942211554,-87.677025638,17875,2013-09-24
"23976",41.756314078,-87.62944418,17875,2013-09-10
"23977",41.92713704,-87.670424174,30000,2013-10-22
"23978",41.650978007,-87.60114429,17875,2013-08-30
"23979",41.77141002,-87.669920863,17875,2013-08-30
"23980",41.979328332,-87.689138724,17875,2013-10-30
"23981",41.952972589,-87.689075074,4e+05,2013-11-01
"23982",41.979437343,-87.689143589,17875,2013-10-30
"23983",41.885829704,-87.639806436,2e+06,2013-08-29
"23984",41.931812246,-87.650337827,5e+05,2013-10-10
"23985",41.921949255,-87.680097986,17875,2013-11-06
"23986",41.832075632,-87.677128599,1400000,2014-01-16
"23987",41.902803818,-87.698282951,1344000,NA
"23988",41.830525263,-87.654665684,2000,2013-09-03
"23989",41.97235677,-87.674922253,1.7e+07,2013-09-04
"23990",41.879164545,-87.64223909,2500,2013-09-03
"23991",41.808813251,-87.618285048,1494840,2014-02-24
"23992",41.808587306,-87.618279307,799200,2014-02-24
"23993",41.808474324,-87.618276494,799200,2014-02-24
"23994",41.808248278,-87.618270939,1491840,2014-02-24
"23995",41.808078736,-87.618266758,1531800,2014-02-24
"23996",41.808022224,-87.618265364,799200,2014-02-24
"23997",41.806710671,-87.618233604,1491840,2014-02-24
"23998",41.80659773,-87.618231028,1494840,2014-02-24
"23999",41.816444839,-87.622125242,899100,2014-02-19
"24000",41.813988725,-87.64431429,17875,2013-08-30
"24001",41.749470013,-87.558770413,17875,2013-08-30
"24002",41.915412783,-87.712099976,320000,2013-10-28
"24003",41.784109592,-87.672671937,17875,2013-08-30
"24004",41.767531795,-87.672535301,17875,2013-08-30
"24005",41.98420731,-87.76138066,270000,2013-08-30
"24006",41.94336341,-87.660544069,280000,2013-10-18
"24007",41.910134209,-87.694400147,8500,2013-09-12
"24008",41.822550596,-87.615722768,50000,2013-09-19
"24009",41.951657669,-87.662785223,250000,2013-11-18
"24010",41.945339428,-87.684428743,250000,2013-10-03
"24011",41.937080117,-87.667471231,3e+05,2013-10-18
"24012",41.933638298,-87.654919209,17875,2013-10-01
"24013",41.861412585,-87.724881815,17875,2013-09-10
"24014",41.933638298,-87.654919209,17875,2013-10-01
"24015",41.875395941,-87.724151172,17875,2013-09-09
"24016",41.897966291,-87.713809613,17875,2013-09-09
"24017",41.892471087,-87.722473411,17875,2013-09-06
"24018",41.892809886,-87.724927144,17875,2013-09-06
"24019",41.88471715,-87.731960263,17875,2013-09-06
"24020",41.890645544,-87.724869303,17875,2013-09-09
"24021",41.89070272,-87.724870726,17875,2013-09-09
"24022",41.867200904,-87.724333926,17875,2013-09-04
"24023",41.858409637,-87.711682186,17875,2013-09-04
"24024",41.88403667,-87.746780314,17875,2013-09-17
"24025",41.896633779,-87.721379084,17875,2013-09-04
"24026",41.955549054,-87.683801946,772971,2013-12-09
"24027",41.85748612,-87.709216082,17875,2013-10-07
"24028",41.931172191,-87.719476148,281600,2013-10-03
"24029",41.933638298,-87.654919209,403700,2013-10-09
"24030",41.957213299,-87.670851647,5000,2013-10-01
"24031",41.911389274,-87.672450542,17875,2013-10-08
"24032",41.789157259,-87.594635025,17875,2013-10-03
"24033",41.792042389,-87.636482519,17875,2013-10-09
"24034",41.952141745,-87.673601638,17875,2013-09-20
"24035",41.892196773,-87.71973179,17875,2013-09-05
"24036",41.904100447,-87.762152078,17875,2013-09-05
"24037",41.972355535,-87.674991196,1.7e+07,2013-09-04
"24038",41.972354299,-87.675060138,1.7e+07,2013-09-05
"24039",41.972353064,-87.67512908,1.7e+07,2013-09-05
"24040",41.972351828,-87.675198023,1.7e+07,2013-09-05
"24041",41.972350592,-87.675266965,1.7e+07,2013-09-05
"24042",41.972349357,-87.675335908,1.7e+07,2013-09-05
"24043",41.972348121,-87.67540485,1.7e+07,2013-09-05
"24044",41.894903302,-87.620743726,10200,2013-09-06
"24045",41.881733877,-87.656714878,850000,2013-09-05
"24046",41.888074281,-87.634955203,6900,2013-09-12
"24047",41.913784407,-87.6624471,17875,2013-09-05
"24048",41.909621643,-87.626020115,17875,2013-09-05
"24049",41.909255619,-87.634797337,17875,2013-09-05
"24050",41.791722813,-87.634951444,17875,2013-09-06
"24051",41.757426391,-87.636494024,17875,2013-09-06
"24052",41.893707812,-87.718944302,17875,2013-09-06
"24053",41.791335545,-87.634221719,17875,2013-09-06
"24054",41.792629479,-87.634259694,17875,2013-09-06
"24055",41.88661491,-87.618964964,98000,2013-10-01
"24056",41.892386618,-87.676602001,1320750,2013-11-19
"24057",41.96489328,-87.728998055,12840,2013-10-02
"24058",41.892383533,-87.676754696,1320750,2013-11-08
"24059",41.893288729,-87.676627788,1320750,2013-12-24
"24060",41.951920309,-87.685830148,17875,2013-10-16
"24061",41.893286193,-87.676779546,1320750,2013-11-19
"24062",41.915397073,-87.713315915,17875,2013-09-25
"24063",42.000302609,-87.663157479,30000,NA
"24064",41.916643256,-87.699428669,296700,2013-10-17
"24065",41.896258494,-87.662466661,814800,NA
"24066",41.896254302,-87.662710384,890550,NA
"24067",41.800153972,-87.664596944,5e+06,2014-05-09
"24068",41.949704575,-87.744184366,125000,2013-11-08
"24069",41.952687658,-87.699573598,17875,2013-09-25
"24070",41.835123103,-87.653364085,17875,2013-09-17
"24071",41.951920309,-87.685830148,220000,2013-11-01
"24072",41.916643256,-87.699428669,17875,2013-10-17
"24073",41.89502797,-87.75720316,17875,2013-10-08
"24074",41.865732312,-87.619668637,10000,2013-09-11
"24075",41.769445015,-87.675131854,17875,2013-09-27
"24076",41.961152361,-87.683510343,4e+05,2013-11-26
"24077",41.906618575,-87.701501458,15000,2013-09-11
"24078",41.812835331,-87.684408191,4000,2013-09-11
"24079",41.899866605,-87.649309358,2000,2013-09-11
"24080",41.95524743,-87.675890507,455900,2013-11-13
"24081",41.777778927,-87.611816222,17875,2013-10-17
"24082",41.682917552,-87.620816331,1e+05,NA
"24083",41.974996043,-87.690911867,17875,2013-10-10
"24084",41.910875544,-87.65827824,1000,2013-09-11
"24085",41.961152361,-87.683510343,17875,2013-10-15
"24086",41.901554102,-87.637510746,15000,2013-11-06
"24087",41.92135395,-87.673592552,8e+06,2014-02-25
"24088",41.884144195,-87.724888105,17875,2013-09-11
"24089",41.751303223,-87.635385403,17875,2013-09-11
"24090",41.884143034,-87.724962692,17875,2013-09-11
"24091",41.945543491,-87.665042799,17875,2013-10-30
"24092",41.951293935,-87.686106641,17875,2013-10-18
"24093",41.921060542,-87.716296695,17875,2014-11-03
"24094",41.96437031,-87.78189349,17875,2013-10-08
"24095",42.002013618,-87.772802317,17875,2013-10-03
"24096",41.824321876,-87.637631383,348000,2013-11-27
"24097",41.941710584,-87.662697188,17875,2013-10-16
"24098",42.012964784,-87.705215975,17875,2013-10-02
"24099",41.953649563,-87.669177513,17875,2013-10-21
"24100",41.955513403,-87.714042113,17875,2013-11-01
"24101",41.88661491,-87.618964964,60000,2013-09-20
"24102",42.001627993,-87.709074921,250000,2013-11-14
"24103",41.934261315,-87.638065555,60000,2013-10-04
"24104",41.941313262,-87.657642212,350000,2013-11-14
"24105",41.913535134,-87.672794822,650000,NA
"24106",41.941349618,-87.673172915,250000,2013-11-05
"24107",41.906618575,-87.701501458,3000,2013-09-11
"24108",41.929952802,-87.646637186,250000,2013-12-05
"24109",41.813503757,-87.59827481,322040,2014-02-10
"24110",41.955550062,-87.714045291,250000,2013-10-21
"24111",41.891452768,-87.676045705,9000,2013-09-18
"24112",41.93618383,-87.666764182,250000,2013-12-24
"24113",41.936988708,-87.674992031,250000,2013-11-20
"24114",41.938786206,-87.677078108,250000,2013-11-21
"24115",41.929505903,-87.659668207,17875,2013-10-30
"24116",41.934228,-87.67738177,17875,2013-10-17
"24117",41.921949255,-87.680097986,685800,2013-10-22
"24118",41.701522399,-87.711101375,17875,2013-10-16
"24119",41.934637482,-87.695103996,337800,2013-11-07
"24120",41.941426293,-87.690799301,17875,2013-10-02
"24121",41.934694884,-87.695105455,337800,2013-11-21
"24122",41.751083342,-87.561519944,17875,2013-09-12
"24123",41.983273421,-87.690515739,300900,2013-10-22
"24124",41.983273849,-87.690431918,300900,2013-10-22
"24125",41.920146609,-87.694411464,220000,2013-11-12
"24126",41.918540769,-87.635997182,7500,2013-09-20
"24127",41.92710408,-87.652424195,8e+05,2013-12-03
"24128",41.6579966,-87.548513622,17875,2013-09-13
"24129",41.680463702,-87.630994766,17875,2013-09-13
"24130",41.750133032,-87.641732348,17875,2013-09-13
"24131",41.871842767,-87.716470724,17875,2013-09-16
"24132",41.941927437,-87.647857907,990000,2013-12-02
"24133",41.941710584,-87.662697188,350000,2013-10-17
"24134",41.969808245,-87.679068396,48000,NA
"24135",41.896255699,-87.662629143,890550,2013-12-06
"24136",41.998268735,-87.663109409,17875,2013-09-27
"24137",41.904586664,-87.668620299,2159850,2014-01-16
"24138",41.834608061,-87.618046022,35000,2014-05-09
"24139",41.915260706,-87.653416097,8e+05,2014-03-10
"24140",41.964232132,-87.683371043,5e+05,2013-12-24
"24141",41.948655687,-87.695043788,17875,2013-10-23
"24142",41.791420282,-87.580147769,10000,2013-09-20
"24143",41.857956586,-87.648436191,483900,2013-11-21
"24144",41.933418993,-87.691461829,314400,2013-10-24
"24145",41.789560455,-87.586817266,5000,2013-09-20
"24146",41.879054402,-87.620586578,8000,2013-09-20
"24147",41.759223738,-87.675825253,350000,2014-04-04
"24148",41.973073227,-87.668168369,17875,2013-09-17
"24149",41.783950585,-87.626652892,17875,2013-11-15
"24150",41.885933935,-87.671682172,17875,2013-09-17
"24151",41.877363238,-87.71260469,17875,2013-09-17
"24152",41.769740908,-87.666526669,17875,2013-10-22
"24153",41.729487669,-87.651793579,17875,2013-10-22
"24154",41.780168224,-87.697224123,17875,2013-10-22
"24155",41.974807257,-87.797732092,17875,2013-11-07
"24156",41.912728214,-87.744904496,17875,2013-10-30
"24157",41.937982072,-87.69648832,350000,NA
"24158",41.846131217,-87.724469036,17875,2013-10-10
"24159",41.89105133,-87.75949797,17875,2013-10-10
"24160",41.907759945,-87.766918761,17875,2013-09-27
"24161",41.858481415,-87.6507553,17875,2013-09-23
"24162",41.861952318,-87.734687883,17875,2013-09-23
"24163",41.868121034,-87.723525522,17875,2013-09-27
"24164",41.890021582,-87.719575721,17875,2013-09-23
"24165",41.758888284,-87.631914767,17875,2013-10-15
"24166",41.776716774,-87.652142253,17875,2013-09-19
"24167",41.756602677,-87.559861393,17875,2013-09-20
"24168",41.88850749,-87.721142894,17875,2013-09-20
"24169",41.784806043,-87.666922012,17875,2013-09-20
"24170",41.751886888,-87.614827304,17875,2013-09-19
"24171",41.75600376,-87.641882586,17875,2013-10-04
"24172",41.789207687,-87.675238823,17875,2013-09-19
"24173",41.933418993,-87.691461829,17875,2013-10-17
"24174",41.911992679,-87.646949602,17875,2013-10-17
"24175",42.015011703,-87.66452241,17875,2013-10-04
"24176",41.891368301,-87.66973728,17875,2013-11-26
"24177",41.789905984,-87.641244748,17875,2013-10-17
"24178",41.93973127,-87.674284766,5e+05,NA
"24179",41.888733084,-87.723309049,17875,2013-10-17
"24180",41.780783152,-87.661968393,17875,2013-10-18
"24181",41.906028304,-87.692176783,266000,2013-12-20
"24182",41.922554314,-87.683741069,17875,2013-11-18
"24183",41.974807257,-87.797732092,2e+05,2013-11-18
"24184",41.974863908,-87.797730806,2e+05,2013-11-19
"24185",41.838621702,-87.64879178,2e+05,NA
"24186",41.838576025,-87.648752917,2e+05,NA
"24187",41.840164037,-87.6497684,2e+05,2013-11-25
"24188",41.929063374,-87.640811103,1100000,2014-01-10
"24189",41.917514661,-87.706405984,17875,2013-10-15
"24190",41.912297127,-87.671165018,4e+05,2013-11-04
"24191",41.911422648,-87.704406739,17875,2013-10-17
"24192",41.941305681,-87.721281075,435800,2013-11-08
"24193",41.940671734,-87.672042892,17875,2013-12-17
"24194",41.951056395,-87.687020777,17875,2013-11-18
"24195",41.701522399,-87.711101375,220000,2013-10-17
"24196",41.977095292,-87.676325469,17875,2013-10-09
"24197",41.891671156,-87.676127247,17875,2013-12-12
"24198",41.909702583,-87.651178804,4e+06,2014-01-17
"24199",41.706123775,-87.713693596,6000,2013-09-25
"24200",41.934228,-87.67738177,2e+05,2013-11-04
"24201",41.781619436,-87.637780492,17875,2013-09-20
"24202",41.78455862,-87.655989264,17875,2013-09-20
"24203",41.900517274,-87.72121404,17875,2013-09-30
"24204",41.857968512,-87.715327826,17875,2013-09-30
"24205",41.92710408,-87.652424195,17875,2013-11-18
"24206",41.92527083,-87.667421332,2400000,2014-02-06
"24207",41.929744741,-87.662406354,17875,2013-10-18
"24208",41.814143348,-87.645529938,17875,2013-12-12
"24209",41.699036559,-87.705843761,2e+05,2014-05-14
"24210",41.879164545,-87.64223909,2500,2013-09-25
"24211",41.96182836,-87.721319371,6000,2013-10-28
"24212",41.74392846,-87.561104466,17875,2013-09-27
"24213",41.769786737,-87.682211737,17875,2013-09-27
"24214",41.677411069,-87.623730419,17875,2013-09-27
"24215",41.694053252,-87.661044366,17875,2013-09-30
"24216",41.70422028,-87.650770139,17875,2013-09-27
"24217",41.891276846,-87.745207112,17875,2013-09-27
"24218",41.777467899,-87.650946243,17875,2013-09-30
"24219",41.770834763,-87.661701303,17875,2013-09-30
"24220",41.869719662,-87.72365701,17875,2013-09-30
"24221",41.922550435,-87.66308134,17875,2013-10-16
"24222",41.944790295,-87.665316714,250000,2013-11-26
"24223",41.819328369,-87.610225818,2e+05,2013-12-18
"24224",41.941927437,-87.647857907,17875,2013-11-06
"24225",41.911389274,-87.672450542,398100,2013-12-02
"24226",41.893300786,-87.675869861,260000,2013-11-29
"24227",41.893301992,-87.675794074,260000,2013-12-27
"24228",41.969808245,-87.679068396,1600000,2014-07-02
"24229",41.916660006,-87.64952915,1e+06,2013-10-28
"24230",41.942894622,-87.739758314,10000,2013-09-24
"24231",41.890780845,-87.672823497,10000,2013-09-25
"24232",41.788119433,-87.596527776,6000,2013-09-26
"24233",41.910499817,-87.63679025,17875,2013-11-06
"24234",41.939061196,-87.720879965,17875,2013-11-06
"24235",41.68412603,-87.640547446,17875,2013-09-24
"24236",41.916519751,-87.692127487,397800,2014-01-17
"24237",41.907294358,-87.766903213,17875,2013-09-24
"24238",41.700958488,-87.627067444,17875,2013-09-25
"24239",41.703627422,-87.619694214,17875,2013-09-25
"24240",41.919375241,-87.649918718,17875,2013-10-10
"24241",41.877588394,-87.737674038,17875,2013-10-09
"24242",41.685349773,-87.629532532,17875,2013-10-08
"24243",41.937751166,-87.655395501,250000,2013-11-01
"24244",41.949398458,-87.687266216,17875,2013-10-03
"24245",41.977095292,-87.676325469,250000,2013-11-14
"24246",41.777188509,-87.800743102,17875,2013-10-07
"24247",41.944889104,-87.666234974,250000,2013-12-17
"24248",42.011050718,-87.674525972,2973800,NA
"24249",41.916517341,-87.717824123,271100,2013-11-04
"24250",41.892319572,-87.68058518,17875,2013-11-20
"24251",41.893231171,-87.680537606,17875,2013-11-20
"24252",41.876832123,-87.737368356,17875,2013-10-09
"24253",41.895358975,-87.715575158,3430622,2014-04-01
"24254",41.884351914,-87.656787588,10800,2013-09-26
"24255",41.974217091,-87.670621746,198000,2014-06-03
"24256",41.984530849,-87.797730052,5075,2013-09-26
"24257",41.959648117,-87.685218038,17875,2013-10-15
"24258",42.008536401,-87.914428439,17875,2013-09-25
"24259",41.783001191,-87.606131951,16500000,2014-05-19
"24260",41.685576395,-87.608745893,8900,2013-09-26
"24261",41.95317004,-87.758800016,17875,2013-10-11
"24262",41.908488105,-87.641081056,17875,2013-10-16
"24263",41.791497534,-87.605087021,60000,2013-10-04
"24264",41.791497534,-87.605087021,60000,2013-11-15
"24265",41.873297111,-87.622270213,2000,2013-09-26
"24266",41.935859308,-87.697580069,1283850,2013-12-19
"24267",41.911805564,-87.684677642,17875,2013-11-14
"24268",41.869816914,-87.685046989,17875,2013-09-27
"24269",41.916331843,-87.64981142,1000,2013-12-17
"24270",41.761940654,-87.616637608,17875,2013-10-11
"24271",41.917783655,-87.68172455,1200000,NA
"24272",41.941926028,-87.647929372,17875,2013-11-06
"24273",41.748800312,-87.554201335,17875,2013-09-26
"24274",41.89133003,-87.683310392,17875,2013-11-13
"24275",41.912852125,-87.694471131,17875,2013-10-23
"24276",41.944790295,-87.665316714,17875,2013-11-14
"24277",41.826972825,-87.704673838,4800,2013-10-01
"24278",41.987183656,-87.671680591,17875,2013-10-24
"24279",41.935996904,-87.697582982,1283850,2013-12-18
"24280",41.936202628,-87.697588284,1283850,2013-12-18
"24281",41.951056395,-87.687020777,486000,2013-11-05
"24282",41.862628294,-87.615031094,6600,2013-10-01
"24283",41.972757553,-87.661418311,35000,2014-01-07
"24284",41.830227042,-87.72405846,244000,2013-10-11
"24285",41.852949609,-87.626552693,41320000,2013-10-07
"24286",41.824886354,-87.621480994,15000,2013-10-01
"24287",41.900046147,-87.673354032,40000,2013-12-16
"24288",41.940345858,-87.69885121,250000,2013-11-20
"24289",41.871949616,-87.726112144,17875,2013-09-30
"24290",41.842825327,-87.71001416,17875,2013-10-25
"24291",41.92148619,-87.695272998,17875,2013-11-18
"24292",41.775884847,-87.592083669,17875,2013-10-01
"24293",41.910749506,-87.667056202,550000,2014-06-10
"24294",41.892094137,-87.611569884,29000,2013-10-03
"24295",41.96662552,-87.661243525,17875,2014-02-05
"24296",41.914886537,-87.695752467,17875,2013-11-08
"24297",41.912278713,-87.672301038,17875,2013-11-22
"24298",41.896827024,-87.666525877,17875,2013-12-12
"24299",41.896829481,-87.666377697,17875,2013-12-12
"24300",41.91097381,-87.673669537,17875,2013-12-12
"24301",41.910917246,-87.673668243,17875,2013-12-12
"24302",41.951657669,-87.662785223,17875,2013-10-23
"24303",41.791960874,-87.601461693,99000,2013-10-04
"24304",41.948557658,-87.661485452,490000,2014-02-05
"24305",41.945543491,-87.665042799,350000,2014-01-29
"24306",41.922550435,-87.66308134,350000,2013-11-12
"24307",41.872937863,-87.684466399,6e+05,2014-07-24
"24308",41.914886537,-87.695752467,323800,2013-11-20
"24309",41.789974114,-87.667980806,17875,2013-10-02
"24310",41.792965591,-87.626600086,17875,2013-10-02
"24311",41.675690956,-87.61551929,17875,2013-10-02
"24312",41.791576214,-87.651015808,17875,2013-10-02
"24313",41.690483465,-87.655972382,17875,2013-10-02
"24314",41.892203366,-87.688499356,17875,2013-11-01
"24315",41.892201283,-87.688656405,17875,2013-11-01
"24316",41.964316349,-87.781891755,320600,2013-11-12
"24317",41.896990386,-87.673538402,555600,NA
"24318",41.829022397,-87.679651299,17875,2013-11-01
"24319",41.96437031,-87.78189349,320600,2013-11-21
"24320",41.970814074,-87.687914323,17875,2013-10-01
"24321",41.836023227,-87.65823946,180000,2014-07-25
"24322",41.886669847,-87.648905008,2000,2013-10-03
"24323",41.813869838,-87.612957898,23000,2013-10-15
"24324",41.908185862,-87.724185517,17875,2013-10-04
"24325",41.901273953,-87.690563072,17875,2013-10-17
"24326",41.895055119,-87.661523456,17875,2013-10-17
"24327",41.787467965,-87.646046708,17875,2013-10-03
"24328",41.784606421,-87.648701739,17875,2013-10-03
"24329",41.682171522,-87.631340196,17875,2013-10-03
"24330",41.775988843,-87.676403357,17875,2013-10-03
"24331",41.787467965,-87.646046708,17875,2013-10-03
"24332",41.790164971,-87.646118654,17875,2013-10-03
"24333",41.871882106,-87.714487765,17875,2013-10-09
"24334",41.951603798,-87.671562212,17875,2013-11-01
"24335",41.940671734,-87.672042892,472800,2013-11-21
"24336",41.772347181,-87.6609429,17875,2013-10-18
"24337",41.918458743,-87.637308823,2000,2013-10-03
"24338",41.83596027,-87.658237857,180000,2014-06-05
"24339",41.935922846,-87.712966514,5e+05,2014-01-31
"24340",41.89133003,-87.683310392,4e+05,2013-12-13
"24341",41.862628294,-87.615031094,12000,2013-10-04
"24342",41.862628294,-87.615031094,12000,2013-10-09
"24343",41.937923805,-87.673062079,17875,2013-10-25
"24344",41.894178657,-87.686650535,17875,2013-11-27
"24345",41.948229397,-87.688446979,785000,2014-01-16
"24346",41.893400957,-87.723729155,17875,2013-10-04
"24347",41.916353934,-87.718113386,17875,2013-10-04
"24348",41.899882478,-87.722408488,17875,2013-10-04
"24349",41.756522951,-87.571061568,17875,2013-10-11
"24350",41.753247811,-87.646683943,17875,2013-10-09
"24351",41.892437597,-87.725427718,17875,2013-10-11
"24352",41.682780752,-87.62051899,17875,2013-10-11
"24353",41.850420822,-87.719693171,17875,2013-10-09
"24354",41.899315635,-87.722391636,17875,2013-10-11
"24355",41.697940563,-87.534221992,17875,2013-10-09
"24356",41.893231171,-87.680537606,338250,2013-11-27
"24357",41.892319572,-87.68058518,333750,2013-11-27
"24358",41.902304141,-87.726438554,17875,2013-11-19
"24359",41.908488105,-87.641081056,250000,2013-12-19
"24360",41.880812052,-87.727619779,50000,2013-10-16
"24361",NA,NA,15000,2013-10-11
"24362",41.927090628,-87.66958012,458700,2013-12-13
"24363",41.927315654,-87.669587761,463900,2013-12-12
"24364",41.900242946,-87.726378378,17875,2013-11-01
"24365",41.855101868,-87.67093472,488300,2013-11-25
"24366",41.912639182,-87.697202875,17875,2013-10-23
"24367",41.916346591,-87.719043823,17875,2013-11-01
"24368",41.942456537,-87.67498591,491800,2013-11-15
"24369",41.924727314,-87.679260817,952000,2014-01-31
"24370",41.937923805,-87.673062079,515000,2014-04-25
"24371",41.753143824,-87.609483625,17875,2013-10-10
"24372",41.766754786,-87.637331136,17875,2013-10-10
"24373",41.753069024,-87.65123424,17875,2013-10-10
"24374",41.771654523,-87.648067292,17875,2013-10-10
"24375",41.896990386,-87.673538402,17875,2013-11-08
"24376",41.915753225,-87.698326553,290000,2013-11-26
"24377",41.879194188,-87.655345572,850000,2013-10-08
"24378",41.819553382,-87.658818708,6376666,2013-10-08
"24379",41.909186765,-87.716197332,40000,2013-11-05
"24380",41.951399775,-87.711464741,280000,NA
"24381",41.897986585,-87.628088398,20000,2013-11-08
"24382",41.82750007,-87.648176383,320300,2013-12-09
"24383",41.937202159,-87.659808732,17875,2013-11-18
"24384",41.882263205,-87.667269155,8100000,2013-10-18
"24385",41.877736308,-87.73664052,35000,2013-10-17
"24386",41.951293935,-87.686106641,485000,2013-12-09
"24387",41.827497601,-87.64836542,357500,2013-12-09
"24388",41.896268044,-87.696571781,17875,2014-07-10
"24389",41.891671156,-87.676127247,443000,2013-12-12
"24390",41.771373382,-87.672341168,17875,2013-11-19
"24391",41.937861259,-87.683304232,17875,2013-12-27
"24392",41.728496387,-87.656074448,20000,2013-10-23
"24393",41.886848295,-87.652234161,67800000,2013-10-10
"24394",41.937694726,-87.655393519,16800,2013-10-31
"24395",41.827498424,-87.648302408,336500,NA
"24396",41.95313498,-87.778402716,17875,2013-12-10
"24397",41.675213008,-87.62633153,17875,2013-11-18
"24398",41.796567209,-87.64752999,17875,2013-10-16
"24399",41.922554314,-87.683741069,475600,2013-12-09
"24400",41.698287585,-87.562102473,17875,2013-10-15
"24401",41.781928507,-87.653493588,17875,2013-10-15
"24402",41.702978649,-87.624446626,17875,2013-10-15
"24403",41.760466641,-87.653843746,17875,2013-10-15
"24404",41.672463465,-87.621070607,17875,2013-10-17
"24405",41.900046147,-87.673354032,17875,2013-11-07
"24406",41.742927035,-87.663395453,17875,2013-10-30
"24407",41.981898604,-87.709900573,350000,2014-02-10
"24408",41.884221607,-87.619339059,120000,2013-10-18
"24409",41.884221607,-87.619339059,30000,2013-10-18
"24410",41.908136615,-87.710058139,150000,2014-02-24
"24411",41.691124582,-87.697348303,2e+05,2013-12-05
"24412",41.879054402,-87.620586578,15000,2013-10-17
"24413",41.789123866,-87.775445827,450000,2013-12-17
"24414",41.97674562,-87.685423441,3e+05,2014-01-29
"24415",41.939891956,-87.705040447,17875,2013-12-11
"24416",41.83596027,-87.658237857,17875,2014-06-13
"24417",41.685173001,-87.626011506,17875,2013-10-17
"24418",41.685390411,-87.626145987,17875,2013-10-17
"24419",41.685174485,-87.625919972,17875,2013-10-17
"24420",41.827496778,-87.648428433,327300,2013-12-12
"24421",41.762581707,-87.59712944,17875,2013-10-16
"24422",41.801239591,-87.662404877,17875,2013-10-16
"24423",41.756777706,-87.554239762,17875,2013-10-16
"24424",41.712456858,-87.655561758,17875,2013-10-16
"24425",41.773840976,-87.64477974,17875,2013-11-01
"24426",41.920097281,-87.680030361,175000,2014-01-13
"24427",41.93976136,-87.672015035,575000,2014-02-26
"24428",41.838148845,-87.661949461,1e+05,NA
"24429",41.885398499,-87.715085456,17875,2013-10-17
"24430",42.008536401,-87.914428439,17875,2013-10-23
"24431",41.791420282,-87.580147769,15000,2013-10-18
"24432",41.948205115,-87.68238159,17875,2013-11-14
"24433",41.94171397,-87.662471724,17875,2014-02-21
"24434",41.922056707,-87.682521695,755700,2013-10-16
"24435",41.863874276,-87.671122649,8500000,2014-02-14
"24436",41.866344242,-87.720529632,5e+05,2014-05-09
"24437",41.895350157,-87.733071858,120000,2014-04-30
